State (FIPS Code),County of current residence,Census Tract,Block Group,Qualifying Name,FIPS,Civilian Population in Labor Force 16 Years and Over:,Civilian Population in Labor Force 16 Years and Over: Employed,Civilian Population in Labor Force 16 Years and Over: Unemployed,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More Races,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty,Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level
Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_QName,Geo_FIPS,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003
09,001,055100,2,"Block Group 2, Census Tract 551, Fairfield County, Connecticut",090010551002,282,271,11,349,0,9,39,165,78,42,16,584,584,423,7,0,92,0,9,53,584,533,403,0,0,92,0,0,38,51,20,7,0,0,0,9,15,,,
09,001,055100,3,"Block Group 3, Census Tract 551, Fairfield County, Connecticut",090010551003,587,587,0,766,22,70,149,250,211,49,15,1129,1129,1047,0,0,47,0,8,27,1129,1072,1015,0,0,47,0,0,10,57,32,0,0,0,0,8,17,,,
09,001,055100,4,"Block Group 4, Census Tract 551, Fairfield County, Connecticut",090010551004,711,695,16,1201,21,70,127,466,326,135,56,1755,1755,1378,63,0,87,0,25,202,1755,1665,1298,63,0,87,0,25,192,90,80,0,0,0,0,0,10,,,
09,001,055100,5,"Block Group 5, Census Tract 551, Fairfield County, Connecticut",090010551005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,055100,6,"Block Group 6, Census Tract 551, Fairfield County, Connecticut",090010551006,558,513,45,681,0,49,139,208,206,31,48,1034,1034,842,0,0,48,0,0,144,1034,1019,834,0,0,48,0,0,137,15,8,0,0,0,0,0,7,,,
09,001,055200,1,"Block Group 1, Census Tract 552, Fairfield County, Connecticut",090010552001,889,874,15,1159,0,60,183,315,405,118,78,1740,1740,1467,117,9,14,0,0,133,1740,1625,1377,117,9,14,0,0,108,115,90,0,0,0,0,0,25,,,
09,001,055200,2,"Block Group 2, Census Tract 552, Fairfield County, Connecticut",090010552002,412,390,22,510,6,15,48,183,185,61,12,881,881,780,0,0,19,0,0,82,881,866,765,0,0,19,0,0,82,15,15,0,0,0,0,0,0,,,
09,001,055200,3,"Block Group 3, Census Tract 552, Fairfield County, Connecticut",090010552003,951,919,32,1127,21,73,118,376,372,117,50,1719,1719,1485,25,0,162,0,0,47,1719,1637,1433,25,0,162,0,0,17,82,52,0,0,0,0,0,30,,,
09,001,060100,1,"Block Group 1, Census Tract 601, Fairfield County, Connecticut",090010601001,786,776,10,1021,0,217,162,332,221,74,15,1414,1414,1034,110,0,0,0,260,10,1414,1143,1023,110,0,0,0,0,10,271,11,0,0,0,0,260,0,,,
09,001,060100,2,"Block Group 2, Census Tract 601, Fairfield County, Connecticut",090010601002,210,200,10,486,49,114,105,171,38,9,0,593,593,433,14,8,25,0,5,108,593,532,406,14,8,25,0,0,79,61,27,0,0,0,0,5,29,,,
09,001,060100,3,"Block Group 3, Census Tract 601, Fairfield County, Connecticut",090010601003,626,590,36,803,69,129,98,183,227,31,66,2061,2061,1761,132,0,70,0,46,52,2061,1929,1686,132,0,70,0,0,41,132,75,0,0,0,0,46,11,,,
09,001,060200,1,"Block Group 1, Census Tract 602, Fairfield County, Connecticut",090010602001,1022,990,32,1366,75,182,422,408,238,23,18,1802,1802,1669,0,0,43,0,12,78,1802,1628,1556,0,0,33,0,0,39,174,113,0,0,10,0,12,39,,,
09,001,060200,2,"Block Group 2, Census Tract 602, Fairfield County, Connecticut",090010602002,523,462,61,925,65,90,213,346,169,25,17,1229,1229,1073,45,0,7,0,0,104,1229,1087,1023,45,0,7,0,0,12,142,50,0,0,0,0,0,92,,,
09,001,060200,3,"Block Group 3, Census Tract 602, Fairfield County, Connecticut",090010602003,363,343,20,489,48,52,123,169,86,0,11,622,622,506,0,0,99,0,0,17,622,573,457,0,0,99,0,0,17,49,49,0,0,0,0,0,0,,,
09,001,060200,4,"Block Group 4, Census Tract 602, Fairfield County, Connecticut",090010602004,353,343,10,420,16,50,102,173,79,0,0,779,779,779,0,0,0,0,0,0,779,713,713,0,0,0,0,0,0,66,66,0,0,0,0,0,0,,,
09,001,060300,1,"Block Group 1, Census Tract 603, Fairfield County, Connecticut",090010603001,622,596,26,740,10,97,84,288,198,48,15,1150,1150,1069,0,0,21,0,0,60,1150,1141,1060,0,0,21,0,0,60,9,9,0,0,0,0,0,0,,,
09,001,060300,2,"Block Group 2, Census Tract 603, Fairfield County, Connecticut",090010603002,483,435,48,735,3,180,110,230,152,47,13,1037,1037,946,0,0,61,0,0,30,1037,1007,946,0,0,61,0,0,0,30,0,0,0,0,0,0,30,,,
09,001,060300,3,"Block Group 3, Census Tract 603, Fairfield County, Connecticut",090010603003,933,913,20,1329,17,49,157,499,428,160,19,1919,1919,1848,0,0,71,0,0,0,1919,1898,1827,0,0,71,0,0,0,21,21,0,0,0,0,0,0,,,
09,001,060400,1,"Block Group 1, Census Tract 604, Fairfield County, Connecticut",090010604001,292,292,0,485,0,19,78,198,93,97,0,713,713,702,0,0,0,0,11,0,713,705,694,0,0,0,0,11,0,8,8,0,0,0,0,0,0,,,
09,001,060400,2,"Block Group 2, Census Tract 604, Fairfield County, Connecticut",090010604002,271,271,0,469,1,44,125,165,95,11,28,664,664,593,1,0,34,0,15,21,664,628,593,1,0,34,0,0,0,36,0,0,0,0,0,15,21,,,
09,001,060400,3,"Block Group 3, Census Tract 604, Fairfield County, Connecticut",090010604003,513,513,0,539,0,0,22,218,233,52,14,1119,1119,1105,0,0,14,0,0,0,1119,1119,1105,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,060400,4,"Block Group 4, Census Tract 604, Fairfield County, Connecticut",090010604004,572,563,9,693,0,20,83,236,224,103,27,1045,1045,1040,0,0,5,0,0,0,1045,1045,1040,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,060400,5,"Block Group 5, Census Tract 604, Fairfield County, Connecticut",090010604005,571,530,41,819,0,38,78,393,232,52,26,1242,1242,1120,21,0,59,0,0,42,1242,1216,1094,21,0,59,0,0,42,26,26,0,0,0,0,0,0,,,
09,001,060500,1,"Block Group 1, Census Tract 605, Fairfield County, Connecticut",090010605001,921,879,42,1236,32,99,104,533,380,74,14,2059,2059,1740,37,0,232,0,12,38,2059,2001,1707,31,0,232,0,0,31,58,33,6,0,0,0,12,7,,,
09,001,060500,2,"Block Group 2, Census Tract 605, Fairfield County, Connecticut",090010605002,407,394,13,622,26,41,78,255,184,33,5,934,934,870,0,0,54,0,0,10,934,918,854,0,0,54,0,0,10,16,16,0,0,0,0,0,0,,,
09,001,060600,1,"Block Group 1, Census Tract 606, Fairfield County, Connecticut",090010606001,581,581,0,847,26,120,76,266,220,120,19,1178,1178,1138,0,0,40,0,0,0,1178,1130,1090,0,0,40,0,0,0,48,48,0,0,0,0,0,0,,,
09,001,060600,2,"Block Group 2, Census Tract 606, Fairfield County, Connecticut",090010606002,579,571,8,760,0,12,93,244,268,96,47,1010,1010,851,64,0,7,0,0,88,1010,960,801,64,0,7,0,0,88,50,50,0,0,0,0,0,0,,,
09,001,060700,1,"Block Group 1, Census Tract 607, Fairfield County, Connecticut",090010607001,878,818,60,40,0,5,21,14,0,0,0,2857,2857,2506,177,0,36,0,54,84,2857,2629,2375,164,0,36,0,0,54,228,131,13,0,0,0,54,30,,,
09,001,060700,2,"Block Group 2, Census Tract 607, Fairfield County, Connecticut",090010607002,974,898,76,1254,55,99,151,530,352,60,7,1824,1824,1752,27,0,6,0,11,28,1824,1801,1744,27,0,6,0,0,24,23,8,0,0,0,0,11,4,,,
09,001,060700,3,"Block Group 3, Census Tract 607, Fairfield County, Connecticut",090010607003,1139,948,191,1244,0,89,279,423,340,105,8,1832,1832,1696,0,0,11,0,10,115,1832,1664,1648,0,0,11,0,0,5,168,48,0,0,0,0,10,110,,,
09,001,060700,4,"Block Group 4, Census Tract 607, Fairfield County, Connecticut",090010607004,742,698,44,955,0,76,102,378,231,154,14,1685,1685,1614,0,0,16,0,10,45,1685,1605,1578,0,0,16,0,0,11,80,36,0,0,0,0,10,34,,,
09,001,060800,1,"Block Group 1, Census Tract 608, Fairfield County, Connecticut",090010608001,709,685,24,904,7,36,95,457,230,55,24,1239,1239,1145,3,0,42,0,28,21,1239,1200,1113,3,0,42,0,21,21,39,32,0,0,0,0,7,0,,,
09,001,060800,2,"Block Group 2, Census Tract 608, Fairfield County, Connecticut",090010608002,413,344,69,557,5,55,85,220,156,12,24,843,843,777,23,0,9,0,4,30,843,784,748,23,0,9,0,4,0,59,29,0,0,0,0,0,30,,,
09,001,060900,1,"Block Group 1, Census Tract 609, Fairfield County, Connecticut",090010609001,665,645,20,765,8,136,133,260,172,48,8,1170,1170,1114,10,0,0,0,21,25,1170,1156,1105,5,0,0,0,21,25,14,9,5,0,0,0,0,0,,,
09,001,060900,2,"Block Group 2, Census Tract 609, Fairfield County, Connecticut",090010609002,801,790,11,951,49,166,125,305,225,70,11,1474,1474,1142,82,0,86,0,53,111,1474,1411,1085,76,0,86,0,53,111,63,57,6,0,0,0,0,0,,,
09,001,061000,1,"Block Group 1, Census Tract 610, Fairfield County, Connecticut",090010610001,936,871,65,1316,99,229,216,406,214,85,67,1764,1764,1548,32,0,105,0,0,79,1764,1713,1548,32,0,105,0,0,28,51,0,0,0,0,0,0,51,,,
09,001,061000,2,"Block Group 2, Census Tract 610, Fairfield County, Connecticut",090010610002,970,841,129,1457,208,409,343,298,156,21,22,2092,2092,1602,91,0,211,0,17,171,2092,1822,1439,91,0,199,0,17,76,270,163,0,0,12,0,0,95,,,
09,001,061100,1,"Block Group 1, Census Tract 611, Fairfield County, Connecticut",090010611001,479,468,11,580,0,35,88,176,205,58,18,888,888,819,4,0,0,0,58,7,888,821,810,4,0,0,0,0,7,67,9,0,0,0,0,58,0,,,
09,001,061100,2,"Block Group 2, Census Tract 611, Fairfield County, Connecticut",090010611002,513,494,19,623,13,41,57,281,178,42,11,987,987,854,9,0,26,0,0,98,987,945,812,9,0,26,0,0,98,42,42,0,0,0,0,0,0,,,
09,001,061100,3,"Block Group 3, Census Tract 611, Fairfield County, Connecticut",090010611003,830,799,31,859,54,92,58,501,107,47,0,1298,1298,1243,0,0,45,0,0,10,1298,1250,1195,0,0,45,0,0,10,48,48,0,0,0,0,0,0,,,
09,001,061100,4,"Block Group 4, Census Tract 611, Fairfield County, Connecticut",090010611004,251,231,20,358,0,41,68,113,117,13,6,480,480,471,0,0,9,0,0,0,480,480,471,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,061200,1,"Block Group 1, Census Tract 612, Fairfield County, Connecticut",090010612001,853,742,111,887,91,182,246,238,107,18,5,1330,1330,1065,8,0,105,0,38,114,1330,1148,989,8,0,105,0,18,28,182,76,0,0,0,0,20,86,,,
09,001,061200,2,"Block Group 2, Census Tract 612, Fairfield County, Connecticut",090010612002,565,510,55,771,94,101,116,263,157,33,7,1202,1202,926,15,0,140,0,38,83,1202,1088,889,10,0,140,0,11,38,114,37,5,0,0,0,27,45,,,
09,001,061300,1,"Block Group 1, Census Tract 613, Fairfield County, Connecticut",090010613001,449,426,23,523,25,102,128,166,79,23,0,841,841,623,45,0,82,0,0,91,841,745,594,45,0,79,0,0,27,96,29,0,0,3,0,0,64,,,
09,001,061300,2,"Block Group 2, Census Tract 613, Fairfield County, Connecticut",090010613002,1371,1335,36,1614,87,432,202,565,251,27,50,2336,2336,2002,12,0,163,0,101,58,2336,1966,1762,0,0,163,0,41,0,370,240,12,0,0,0,60,58,,,
09,001,061400,1,"Block Group 1, Census Tract 614, Fairfield County, Connecticut",090010614001,738,690,48,769,111,112,107,189,188,39,23,1047,1047,612,32,0,113,0,131,159,1047,691,511,26,0,113,0,0,41,356,101,6,0,0,0,131,118,,,
09,001,061400,2,"Block Group 2, Census Tract 614, Fairfield County, Connecticut",090010614002,1282,1226,56,1459,142,290,297,375,355,0,0,2067,2067,1437,238,0,63,0,89,240,2067,1666,1319,238,0,63,0,46,0,401,118,0,0,0,0,43,240,,,
09,001,061500,1,"Block Group 1, Census Tract 615, Fairfield County, Connecticut",090010615001,596,292,304,801,0,65,100,404,208,0,24,1031,1031,603,26,0,23,0,5,374,1031,676,583,26,0,23,0,0,44,355,20,0,0,0,0,5,330,,,
09,001,061500,2,"Block Group 2, Census Tract 615, Fairfield County, Connecticut",090010615002,503,495,8,511,0,1,52,201,196,44,17,747,747,624,17,0,17,0,0,89,747,695,601,17,0,17,0,0,60,52,23,0,0,0,0,0,29,,,
09,001,061500,3,"Block Group 3, Census Tract 615, Fairfield County, Connecticut",090010615003,620,565,55,770,2,48,55,329,277,48,11,1146,1146,1084,3,0,14,0,26,19,1146,1146,1084,3,0,14,0,26,19,0,0,0,0,0,0,0,0,,,
09,001,061500,4,"Block Group 4, Census Tract 615, Fairfield County, Connecticut",090010615004,700,679,21,930,27,49,67,424,239,97,27,1612,1612,1422,0,0,80,0,110,0,1612,1534,1399,0,0,80,0,55,0,78,23,0,0,0,0,55,0,,,
09,001,061600,1,"Block Group 1, Census Tract 616, Fairfield County, Connecticut",090010616001,1149,1022,127,1574,50,212,108,666,336,158,44,2146,2146,1917,0,0,146,0,7,76,2146,2111,1889,0,0,146,0,0,76,35,28,0,0,0,0,7,0,,,
09,001,061600,2,"Block Group 2, Census Tract 616, Fairfield County, Connecticut",090010616002,1216,1186,30,1207,47,49,81,600,279,102,49,2139,2139,1929,0,0,210,0,0,0,2139,2123,1913,0,0,210,0,0,0,16,16,0,0,0,0,0,0,,,
09,001,061600,3,"Block Group 3, Census Tract 616, Fairfield County, Connecticut",090010616003,376,376,0,718,36,38,102,331,172,39,0,1090,1090,1027,0,0,0,0,0,63,1090,1069,1027,0,0,0,0,0,42,21,0,0,0,0,0,0,21,,,
09,001,070100,1,"Block Group 1, Census Tract 701, Fairfield County, Connecticut",090010701001,1126,1111,15,1225,5,244,316,424,165,26,45,1663,1663,1507,0,0,27,0,78,51,1663,1537,1434,0,0,27,0,25,51,126,73,0,0,0,0,53,0,,,
09,001,070100,2,"Block Group 2, Census Tract 701, Fairfield County, Connecticut",090010701002,465,465,0,577,12,66,234,108,81,52,24,637,637,637,0,0,0,0,0,0,637,637,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09,001,070100,3,"Block Group 3, Census Tract 701, Fairfield County, Connecticut",090010701003,639,618,21,632,1,27,102,381,121,0,0,771,771,622,1,0,17,0,2,129,771,678,622,1,0,17,0,0,38,93,0,0,0,0,0,2,91,,,
09,001,070100,4,"Block Group 4, Census Tract 701, Fairfield County, Connecticut",090010701004,1630,1572,58,1632,529,64,111,593,335,0,0,2020,2020,1084,292,0,66,0,343,235,2020,1449,793,285,0,66,0,70,235,571,291,7,0,0,0,273,0,,,
09,001,070200,1,"Block Group 1, Census Tract 702, Fairfield County, Connecticut",090010702001,969,629,340,883,59,178,315,92,198,41,0,1200,1200,750,254,0,44,0,152,0,1200,950,652,254,0,44,0,0,0,250,98,0,0,0,0,152,0,,,
09,001,070200,2,"Block Group 2, Census Tract 702, Fairfield County, Connecticut",090010702002,942,884,58,987,114,278,411,101,83,0,0,1651,1651,335,1004,0,67,0,169,76,1651,1158,165,926,0,67,0,0,0,493,170,78,0,0,0,169,76,,,
09,001,070200,3,"Block Group 3, Census Tract 702, Fairfield County, Connecticut",090010702003,488,445,43,795,240,191,110,103,140,0,11,1102,1102,452,514,0,19,0,89,28,1102,683,249,415,0,19,0,0,0,419,203,99,0,0,0,89,28,,,
09,001,070300,1,"Block Group 1, Census Tract 703, Fairfield County, Connecticut",090010703001,351,255,96,508,209,216,38,31,1,13,0,1245,1245,560,236,0,0,0,361,88,1245,303,40,227,0,0,0,0,36,942,520,9,0,0,0,361,52,,,
09,001,070400,1,"Block Group 1, Census Tract 704, Fairfield County, Connecticut",090010704001,978,868,110,734,99,237,150,143,60,33,12,1586,1586,796,291,0,67,0,319,113,1586,1098,687,264,0,67,0,44,36,488,109,27,0,0,0,275,77,,,
09,001,070500,1,"Block Group 1, Census Tract 705, Fairfield County, Connecticut",090010705001,720,619,101,826,143,247,161,192,83,0,0,1295,1295,607,352,146,22,0,62,106,1295,546,153,340,0,22,0,0,31,749,454,12,146,0,0,62,75,,,
09,001,070500,2,"Block Group 2, Census Tract 705, Fairfield County, Connecticut",090010705002,220,220,0,362,108,83,104,67,0,0,0,582,582,261,241,0,0,0,80,0,582,364,123,241,0,0,0,0,0,218,138,0,0,0,0,80,0,,,
09,001,070600,1,"Block Group 1, Census Tract 706, Fairfield County, Connecticut",090010706001,232,200,32,472,115,101,83,41,65,67,0,492,492,183,238,0,0,0,51,20,492,388,161,227,0,0,0,0,0,104,22,11,0,0,0,51,20,,,
09,001,070600,2,"Block Group 2, Census Tract 706, Fairfield County, Connecticut",090010706002,950,888,62,1486,406,149,475,351,58,20,27,2107,2107,969,645,0,118,0,228,147,2107,1076,369,546,0,118,0,36,7,1031,600,99,0,0,0,192,140,,,
09,001,070900,1,"Block Group 1, Census Tract 709, Fairfield County, Connecticut",090010709001,574,487,87,920,385,227,194,83,26,0,5,1372,1372,335,350,0,34,0,369,284,1372,411,32,291,0,34,0,9,45,961,303,59,0,0,0,360,239,,,
09,001,070900,2,"Block Group 2, Census Tract 709, Fairfield County, Connecticut",090010709002,577,538,39,953,382,347,154,57,13,0,0,1536,1536,261,645,0,74,0,508,48,1536,746,56,616,0,74,0,0,0,790,205,29,0,0,0,508,48,,,
09,001,071000,1,"Block Group 1, Census Tract 710, Fairfield County, Connecticut",090010710001,469,469,0,603,216,219,129,39,0,0,0,930,930,375,336,0,0,0,129,90,930,454,118,336,0,0,0,0,0,476,257,0,0,0,0,129,90,,,
09,001,071000,2,"Block Group 2, Census Tract 710, Fairfield County, Connecticut",090010710002,1730,1546,184,1398,476,421,375,126,0,0,0,2710,2710,452,1166,46,161,0,651,234,2710,1602,79,1128,0,161,0,0,234,1108,373,38,46,0,0,651,0,,,
09,001,071100,1,"Block Group 1, Census Tract 711, Fairfield County, Connecticut",090010711001,247,225,22,353,83,141,97,15,17,0,0,515,515,202,119,0,19,0,78,97,515,214,45,118,0,19,0,0,32,301,157,1,0,0,0,78,65,,,
09,001,071100,2,"Block Group 2, Census Tract 711, Fairfield County, Connecticut",090010711002,1116,886,230,1011,407,313,204,71,16,0,0,2024,2024,497,934,48,0,0,416,129,2024,1034,220,801,0,0,0,0,13,990,277,133,48,0,0,416,116,,,
09,001,071100,3,"Block Group 3, Census Tract 711, Fairfield County, Connecticut",090010711003,1037,937,100,1318,510,397,232,122,45,12,0,1950,1950,274,793,47,183,0,597,56,1950,1010,31,781,0,183,0,15,0,940,243,12,47,0,0,582,56,,,
09,001,071200,1,"Block Group 1, Census Tract 712, Fairfield County, Connecticut",090010712001,1132,1003,129,1222,36,546,469,78,56,37,0,1891,1891,224,888,0,269,0,500,10,1891,1095,98,728,0,269,0,0,0,796,126,160,0,0,0,500,10,,,
09,001,071200,2,"Block Group 2, Census Tract 712, Fairfield County, Connecticut",090010712002,878,631,247,1033,262,269,421,42,39,0,0,1616,1616,603,662,0,0,0,111,240,1616,930,247,644,0,0,0,25,14,686,356,18,0,0,0,86,226,,,
09,001,071200,3,"Block Group 3, Census Tract 712, Fairfield County, Connecticut",090010712003,249,230,19,560,285,78,162,20,7,0,8,825,825,390,395,0,0,0,40,0,825,358,24,334,0,0,0,0,0,467,366,61,0,0,0,40,0,,,
09,001,071200,4,"Block Group 4, Census Tract 712, Fairfield County, Connecticut",090010712004,476,422,54,662,191,276,170,25,0,0,0,1352,1352,282,282,0,536,0,172,80,1352,884,25,282,0,536,0,0,41,468,257,0,0,0,0,172,39,,,
09,001,071300,1,"Block Group 1, Census Tract 713, Fairfield County, Connecticut",090010713001,923,803,120,995,440,366,93,60,19,13,4,1449,1449,630,681,12,0,0,121,5,1449,1016,332,681,0,0,0,0,3,433,298,0,12,0,0,121,2,,,
09,001,071300,2,"Block Group 2, Census Tract 713, Fairfield County, Connecticut",090010713002,790,727,63,1198,373,479,214,66,34,0,32,1642,1642,226,795,0,0,0,417,204,1642,909,73,727,0,0,0,0,109,733,153,68,0,0,0,417,95,,,
09,001,071400,1,"Block Group 1, Census Tract 714, Fairfield County, Connecticut",090010714001,411,375,36,413,143,68,70,95,25,12,0,779,779,480,89,0,0,0,191,19,779,250,142,89,0,0,0,0,19,529,338,0,0,0,0,191,0,,,
09,001,071400,2,"Block Group 2, Census Tract 714, Fairfield County, Connecticut",090010714002,683,632,51,839,428,234,63,69,31,14,0,1441,1441,460,78,0,0,0,572,331,1441,402,277,78,0,0,0,47,0,1039,183,0,0,0,0,525,331,,,
09,001,071400,3,"Block Group 3, Census Tract 714, Fairfield County, Connecticut",090010714003,981,907,74,987,292,291,377,26,1,0,0,1566,1566,260,634,38,11,0,442,181,1566,695,62,523,38,11,0,61,0,871,198,111,0,0,0,381,181,,,
09,001,071600,1,"Block Group 1, Census Tract 716, Fairfield County, Connecticut",090010716001,913,758,155,925,516,239,144,0,26,0,0,1760,1760,788,594,0,0,0,347,31,1760,536,51,485,0,0,0,0,0,1224,737,109,0,0,0,347,31,,,
09,001,071600,2,"Block Group 2, Census Tract 716, Fairfield County, Connecticut",090010716002,333,333,0,425,214,114,71,0,26,0,0,746,746,142,225,0,0,0,220,159,746,249,32,181,0,0,0,0,36,497,110,44,0,0,0,220,123,,,
09,001,071900,1,"Block Group 1, Census Tract 719, Fairfield County, Connecticut",090010719001,1340,1289,51,1363,252,576,312,168,47,0,8,2288,2288,660,775,0,0,0,696,157,2288,957,248,520,0,0,0,137,52,1331,412,255,0,0,0,559,105,,,
09,001,071900,2,"Block Group 2, Census Tract 719, Fairfield County, Connecticut",090010719002,1341,1147,194,2279,495,857,645,162,66,0,54,3019,3019,1039,1236,0,46,0,314,384,3019,2039,672,1199,0,46,0,0,122,980,367,37,0,0,0,314,262,,,
09,001,072000,1,"Block Group 1, Census Tract 720, Fairfield County, Connecticut",090010720001,1577,1344,233,1848,408,705,501,115,66,10,43,2685,2685,632,930,0,372,0,676,75,2685,1586,305,922,0,313,0,0,46,1099,327,8,0,59,0,676,29,,,
09,001,072000,2,"Block Group 2, Census Tract 720, Fairfield County, Connecticut",090010720002,418,373,45,587,189,209,66,44,63,0,16,904,904,330,269,0,76,0,129,100,904,502,153,247,0,76,0,0,26,402,177,22,0,0,0,129,74,,,
09,001,072100,1,"Block Group 1, Census Tract 721, Fairfield County, Connecticut",090010721001,1313,1229,84,1649,61,621,370,422,162,13,0,2249,2249,1572,373,0,53,0,156,95,2249,1513,1087,373,0,53,0,0,0,736,485,0,0,0,0,156,95,,,
09,001,072100,2,"Block Group 2, Census Tract 721, Fairfield County, Connecticut",090010721002,520,495,25,699,102,281,205,82,29,0,0,1065,1065,134,736,25,153,0,0,17,1065,1009,103,736,0,153,0,0,17,56,31,0,25,0,0,0,0,,,
09,001,072100,3,"Block Group 3, Census Tract 721, Fairfield County, Connecticut",090010721003,1644,1470,174,2048,78,709,781,210,196,57,17,2816,2816,1191,787,0,480,107,76,175,2816,1912,549,745,0,480,0,0,138,904,642,42,0,0,107,76,37,,,
09,001,072200,1,"Block Group 1, Census Tract 722, Fairfield County, Connecticut",090010722001,918,816,102,1428,185,367,315,145,132,154,130,1915,1915,1175,260,0,0,0,326,154,1915,1591,1006,260,0,0,0,311,14,324,169,0,0,0,0,15,140,,,
09,001,072200,2,"Block Group 2, Census Tract 722, Fairfield County, Connecticut",090010722002,658,643,15,726,253,239,143,57,34,0,0,1156,1156,362,538,0,8,0,140,108,1156,1001,325,538,0,8,0,67,63,155,37,0,0,0,0,73,45,,,
09,001,072200,3,"Block Group 3, Census Tract 722, Fairfield County, Connecticut",090010722003,426,405,21,468,6,256,107,88,0,11,0,817,817,405,91,0,204,0,34,83,817,612,289,45,0,204,0,0,74,205,116,46,0,0,0,34,9,,,
09,001,072300,1,"Block Group 1, Census Tract 723, Fairfield County, Connecticut",090010723001,477,466,11,690,88,252,203,98,49,0,0,985,985,580,173,0,0,0,228,4,985,647,470,173,0,0,0,0,4,338,110,0,0,0,0,228,0,,,
09,001,072300,2,"Block Group 2, Census Tract 723, Fairfield County, Connecticut",090010723002,1210,1095,115,1482,284,504,400,181,104,3,6,2108,2108,508,918,0,140,0,478,64,2108,1398,346,865,0,140,0,0,47,710,162,53,0,0,0,478,17,,,
09,001,072300,3,"Block Group 3, Census Tract 723, Fairfield County, Connecticut",090010723003,957,826,131,1252,160,354,456,175,83,13,11,1914,1914,1060,367,0,0,0,244,243,1914,1115,766,314,0,0,0,0,35,799,294,53,0,0,0,244,208,,,
09,001,072400,1,"Block Group 1, Census Tract 724, Fairfield County, Connecticut",090010724001,837,778,59,1179,296,508,208,80,68,10,9,1787,1787,380,393,30,24,0,895,65,1787,741,191,324,30,24,0,172,0,1046,189,69,0,0,0,723,65,,,
09,001,072400,2,"Block Group 2, Census Tract 724, Fairfield County, Connecticut",090010724002,681,608,73,868,272,217,208,131,40,0,0,1209,1209,573,443,0,102,0,31,60,1209,797,288,398,0,102,0,0,9,412,285,45,0,0,0,31,51,,,
09,001,072500,1,"Block Group 1, Census Tract 725, Fairfield County, Connecticut",090010725001,929,852,77,1217,131,260,195,541,51,26,13,1867,1867,916,700,0,48,0,203,0,1867,1578,870,660,0,48,0,0,0,289,46,40,0,0,0,203,0,,,
09,001,072500,2,"Block Group 2, Census Tract 725, Fairfield County, Connecticut",090010725002,792,700,92,1059,278,236,481,64,0,0,0,1609,1609,763,29,0,784,0,33,0,1609,1345,514,29,0,784,0,18,0,264,249,0,0,0,0,15,0,,,
