"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Civilian Population in Labor Force 16 Years and Over:","Civilian Population in Labor Force 16 Years and Over: Employed","Civilian Population in Labor Force 16 Years and Over: Unemployed","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"090012001001","Block Group 1, Census Tract 2001, Fairfield County, Connecticut","ACSSF","ct","150","00","0001979",,,,,"09","001",,,"200100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012001001","Block Group 1",,,,85039,,,,1134,83,1051,665,380,195,15,0,898,853,45,1580,1203,1073,8,0,56,0,5,61,377,51,0,0,0,0,180,146
"090012001002","Block Group 2, Census Tract 2001, Fairfield County, Connecticut","ACSSF","ct","150","00","0001980",,,,,"09","001",,,"200100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012001002","Block Group 2",,,,92500,,,,1483,147,1336,956,561,182,95,76,1433,1327,106,2412,2202,1844,53,0,83,0,215,7,210,82,0,0,0,0,106,22
"090012002001","Block Group 1, Census Tract 2002, Fairfield County, Connecticut","ACSSF","ct","150","00","0001981",,,,,"09","001",,,"200200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012002001","Block Group 1",,,,63588,,,,1547,98,1449,998,707,218,37,37,1120,1085,35,2110,1927,1476,37,0,294,0,49,71,183,19,0,0,0,0,88,76
"090012002002","Block Group 2, Census Tract 2002, Fairfield County, Connecticut","ACSSF","ct","150","00","0001982",,,,,"09","001",,,"200200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012002002","Block Group 2",,,,,,,,452,14,438,383,243,182,11,0,267,251,16,586,586,569,13,0,4,0,0,0,0,0,0,0,0,0,0,0
"090012002003","Block Group 3, Census Tract 2002, Fairfield County, Connecticut","ACSSF","ct","150","00","0001983",,,,,"09","001",,,"200200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012002003","Block Group 3",,,,91364,,,,839,288,551,444,301,140,48,0,643,643,0,1104,1104,602,0,0,105,0,323,74,0,0,0,0,0,0,0,0
"090012002004","Block Group 4, Census Tract 2002, Fairfield County, Connecticut","ACSSF","ct","150","00","0001984",,,,,"09","001",,,"200200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012002004","Block Group 4",,,,37002,,,,914,63,851,644,334,47,28,15,726,710,16,1841,1796,832,664,0,7,0,0,293,45,0,0,0,0,0,45,0
"090012003011","Block Group 1, Census Tract 2003.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001985",,,,,"09","001",,,"200301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003011","Block Group 1",,,,139583,,,,924,30,894,633,425,251,38,0,595,580,15,1169,1116,749,7,0,344,0,0,16,53,36,0,0,0,0,4,13
"090012003012","Block Group 2, Census Tract 2003.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001986",,,,,"09","001",,,"200301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003012","Block Group 2",,,,147202,,,,1193,24,1169,960,675,284,28,12,1071,992,79,1784,1706,1437,59,0,42,0,0,168,78,62,0,0,0,0,9,7
"090012003013","Block Group 3, Census Tract 2003.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0001987",,,,,"09","001",,,"200301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003013","Block Group 3",,,,167589,,,,1409,81,1328,1055,726,332,43,0,1410,1308,102,2112,1726,1439,19,0,247,0,0,21,386,188,0,0,0,0,58,140
"090012003021","Block Group 1, Census Tract 2003.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001988",,,,,"09","001",,,"200302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003021","Block Group 1",,,,120380,,,,1395,60,1335,894,722,345,178,26,1226,1208,18,2076,1981,1783,110,0,61,0,0,27,95,69,0,0,0,0,9,17
"090012003022","Block Group 2, Census Tract 2003.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001989",,,,,"09","001",,,"200302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003022","Block Group 2",,,,111438,,,,409,7,402,309,208,81,0,0,304,297,7,500,500,437,0,0,0,0,32,31,0,0,0,0,0,0,0,0
"090012003023","Block Group 3, Census Tract 2003.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001990",,,,,"09","001",,,"200302","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003023","Block Group 3",,,,122500,,,,1220,30,1190,885,405,101,27,16,1025,996,29,1988,1938,1693,127,0,27,0,0,91,50,20,0,10,0,0,0,20
"090012003024","Block Group 4, Census Tract 2003.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0001991",,,,,"09","001",,,"200302","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012003024","Block Group 4",,,,150924,,,,657,0,657,532,399,122,10,10,488,460,28,1025,988,944,0,0,11,0,0,33,37,0,0,0,0,0,0,37
"090012051001","Block Group 1, Census Tract 2051, Fairfield County, Connecticut","ACSSF","ct","150","00","0001992",,,,,"09","001",,,"205100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012051001","Block Group 1",,,,149609,,,,1340,45,1295,944,666,186,137,9,1005,973,32,1730,1679,1589,0,0,0,28,0,62,51,9,0,0,0,0,0,42
"090012051002","Block Group 2, Census Tract 2051, Fairfield County, Connecticut","ACSSF","ct","150","00","0001993",,,,,"09","001",,,"205100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012051002","Block Group 2",,,,95625,,,,1179,35,1144,780,582,322,110,34,1009,983,26,1877,1700,1445,48,0,159,0,0,48,177,116,0,0,0,0,51,10
"090012051003","Block Group 3, Census Tract 2051, Fairfield County, Connecticut","ACSSF","ct","150","00","0001994",,,,,"09","001",,,"205100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012051003","Block Group 3",,,,113125,,,,557,32,525,456,254,130,65,18,432,415,17,753,725,631,0,0,10,0,29,55,28,0,0,0,0,0,0,28
"090012052001","Block Group 1, Census Tract 2052, Fairfield County, Connecticut","ACSSF","ct","150","00","0001995",,,,,"09","001",,,"205200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012052001","Block Group 1",,,,167854,,,,1482,0,1482,1285,1019,453,107,28,1297,1241,56,2347,2254,2182,0,0,63,0,0,9,93,50,0,0,0,0,25,18
"090012052002","Block Group 2, Census Tract 2052, Fairfield County, Connecticut","ACSSF","ct","150","00","0001996",,,,,"09","001",,,"205200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012052002","Block Group 2",,,,117100,,,,1609,2,1607,1325,712,203,53,38,1143,1078,65,2177,2109,2037,1,0,71,0,0,0,68,17,0,0,0,0,36,15
"090012052003","Block Group 3, Census Tract 2052, Fairfield County, Connecticut","ACSSF","ct","150","00","0001997",,,,,"09","001",,,"205200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012052003","Block Group 3",,,,151620,,,,809,0,809,663,484,203,17,0,709,679,30,1247,1083,1083,0,0,0,0,0,0,164,108,0,0,0,0,0,56
"090012052004","Block Group 4, Census Tract 2052, Fairfield County, Connecticut","ACSSF","ct","150","00","0001998",,,,,"09","001",,,"205200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012052004","Block Group 4",,,,189896,,,,880,53,827,663,559,200,53,43,651,651,0,1292,1180,1180,0,0,0,0,0,0,112,54,0,0,0,0,18,40
"090012053001","Block Group 1, Census Tract 2053, Fairfield County, Connecticut","ACSSF","ct","150","00","0001999",,,,,"09","001",,,"205300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012053001","Block Group 1",,,,128468,,,,1564,162,1402,1019,689,393,84,42,1329,1234,95,2028,1934,1492,90,0,147,0,0,205,94,47,0,0,0,0,13,34
"090012053002","Block Group 2, Census Tract 2053, Fairfield County, Connecticut","ACSSF","ct","150","00","0002000",,,,,"09","001",,,"205300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012053002","Block Group 2",,,,94091,,,,1116,65,1051,723,589,270,41,15,613,613,0,1342,1211,1025,0,0,100,0,0,86,131,105,0,0,0,0,0,26
"090012053003","Block Group 3, Census Tract 2053, Fairfield County, Connecticut","ACSSF","ct","150","00","0002001",,,,,"09","001",,,"205300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012053003","Block Group 3",,,,132382,,,,1699,88,1611,1192,794,288,32,0,1363,1348,15,2635,2428,1845,351,0,178,0,0,54,207,49,50,0,0,0,108,0
"090012101011","Block Group 1, Census Tract 2101.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002002",,,,,"09","001",,,"210101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012101011","Block Group 1",,,,78482,,,,929,106,823,761,598,220,125,50,881,856,25,1257,1008,735,165,0,99,0,0,9,249,51,91,0,0,0,75,32
"090012101012","Block Group 2, Census Tract 2101.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002003",,,,,"09","001",,,"210101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012101012","Block Group 2",,,,66607,,,,644,111,533,245,138,40,29,1,645,615,30,1090,553,261,175,0,35,0,0,82,537,96,25,0,0,0,416,0
"090012101021","Block Group 1, Census Tract 2101.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002004",,,,,"09","001",,,"210102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012101021","Block Group 1",,,,21584,,,,769,271,498,305,168,125,19,0,432,384,48,921,545,252,74,15,151,0,18,35,376,129,0,0,0,0,123,124
"090012101022","Block Group 2, Census Tract 2101.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002005",,,,,"09","001",,,"210102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012101022","Block Group 2",,,,22083,,,,1655,410,1245,353,136,58,11,0,1261,1248,13,2385,1168,740,225,0,151,0,0,52,1217,212,46,0,0,0,959,0
"090012102011","Block Group 1, Census Tract 2102.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002006",,,,,"09","001",,,"210201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012102011","Block Group 1",,,,,,,,986,360,626,311,183,0,0,0,910,823,87,1113,562,424,60,18,0,0,0,60,551,62,0,0,0,0,173,316
"090012102012","Block Group 2, Census Tract 2102.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002007",,,,,"09","001",,,"210201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012102012","Block Group 2",,,,55417,,,,1458,237,1221,540,287,72,10,0,1162,1047,115,1895,1139,765,252,9,25,0,0,88,756,200,23,27,0,0,263,243
"090012102021","Block Group 1, Census Tract 2102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002008",,,,,"09","001",,,"210202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012102021","Block Group 1",,,,68125,,,,494,238,256,158,45,16,0,0,539,507,32,1092,600,452,94,0,0,0,32,22,492,193,0,0,0,0,291,8
"090012102022","Block Group 2, Census Tract 2102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002009",,,,,"09","001",,,"210202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012102022","Block Group 2",,,,58539,,,,950,214,736,299,41,10,0,0,876,803,73,1440,562,120,216,0,160,0,27,39,878,166,29,0,0,0,683,0
"090012102023","Block Group 3, Census Tract 2102.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002010",,,,,"09","001",,,"210202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012102023","Block Group 3",,,,77500,,,,748,252,496,219,123,59,26,26,662,662,0,1355,212,173,12,0,0,0,27,0,1143,181,61,16,0,0,458,427
"090012103001","Block Group 1, Census Tract 2103, Fairfield County, Connecticut","ACSSF","ct","150","00","0002011",,,,,"09","001",,,"210300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012103001","Block Group 1",,,,66304,,,,1134,172,962,565,288,65,0,0,920,800,120,1485,1147,878,93,8,142,0,0,26,338,93,0,0,0,0,214,31
"090012103002","Block Group 2, Census Tract 2103, Fairfield County, Connecticut","ACSSF","ct","150","00","0002012",,,,,"09","001",,,"210300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012103002","Block Group 2",,,,68517,,,,1583,239,1344,973,578,245,17,9,1430,1298,132,2513,1653,821,418,0,116,0,163,135,860,300,0,0,0,0,422,138
"090012103003","Block Group 3, Census Tract 2103, Fairfield County, Connecticut","ACSSF","ct","150","00","0002013",,,,,"09","001",,,"210300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012103003","Block Group 3",,,,28289,,,,912,358,554,325,116,13,0,0,589,547,42,1290,685,251,67,0,257,0,24,86,605,255,0,0,18,0,303,29
"090012104011","Block Group 1, Census Tract 2104.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002014",,,,,"09","001",,,"210401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012104011","Block Group 1",,,,48750,,,,1289,26,1263,769,84,29,0,0,1221,1035,186,2055,1160,769,130,0,217,0,0,44,895,37,0,0,0,0,858,0
"090012104012","Block Group 2, Census Tract 2104.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002015",,,,,"09","001",,,"210401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012104012","Block Group 2",,,,105504,,,,2048,142,1906,1513,878,285,95,0,1855,1761,94,2698,2526,1698,199,0,162,0,328,139,172,0,16,0,0,0,0,156
"090012104021","Block Group 1, Census Tract 2104.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002016",,,,,"09","001",,,"210402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012104021","Block Group 1",,,,110402,,,,1436,220,1216,905,734,389,44,31,1449,1331,118,2322,2000,903,410,0,535,0,36,116,322,69,70,0,0,0,166,17
"090012104022","Block Group 2, Census Tract 2104.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002017",,,,,"09","001",,,"210402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012104022","Block Group 2",,,,90054,,,,809,183,626,427,215,102,0,0,587,575,12,1149,799,544,26,0,0,0,174,55,350,85,0,0,0,0,227,38
"090012104023","Block Group 3, Census Tract 2104.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002018",,,,,"09","001",,,"210402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012104023","Block Group 3",,,,,,,,317,0,317,258,177,0,0,0,322,322,0,757,428,405,0,0,0,0,0,23,329,0,0,0,0,0,281,48
"090012105011","Block Group 1, Census Tract 2105.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002019",,,,,"09","001",,,"210501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105011","Block Group 1",,,,54148,,,,1516,256,1260,845,458,182,0,0,1334,1235,99,2431,1463,1211,117,0,97,0,0,38,968,243,0,0,0,0,525,200
"090012105012","Block Group 2, Census Tract 2105.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002020",,,,,"09","001",,,"210501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105012","Block Group 2",,,,87885,,,,744,32,712,660,424,212,93,65,391,391,0,897,860,742,0,0,118,0,0,0,37,18,0,0,0,0,0,19
"090012105021","Block Group 1, Census Tract 2105.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002021",,,,,"09","001",,,"210502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105021","Block Group 1",,,,,,,,888,29,859,591,350,196,72,46,616,593,23,1228,1057,731,0,0,123,0,0,203,171,55,0,0,0,0,0,116
"090012105022","Block Group 2, Census Tract 2105.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002022",,,,,"09","001",,,"210502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105022","Block Group 2",,,,106060,,,,2458,50,2408,1949,1459,817,206,0,2020,1988,32,2961,2715,2192,338,0,108,0,0,77,246,126,0,0,0,0,48,72
"090012105023","Block Group 3, Census Tract 2105.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002023",,,,,"09","001",,,"210502","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105023","Block Group 3",,,,142688,,,,521,33,488,456,370,148,0,0,359,320,39,584,412,216,54,0,142,0,0,0,172,0,0,0,0,0,0,172
"090012105024","Block Group 4, Census Tract 2105.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002024",,,,,"09","001",,,"210502","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012105024","Block Group 4",,,,65990,,,,1091,82,1009,790,436,211,87,0,977,939,38,1417,1187,1169,0,0,18,0,0,0,230,189,0,0,0,0,0,41
"090012106001","Block Group 1, Census Tract 2106, Fairfield County, Connecticut","ACSSF","ct","150","00","0002025",,,,,"09","001",,,"210600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012106001","Block Group 1",,,,53538,,,,1576,267,1309,821,412,83,27,27,1702,1380,322,2426,1702,965,573,32,113,0,0,19,724,92,370,0,0,0,150,112
"090012106002","Block Group 2, Census Tract 2106, Fairfield County, Connecticut","ACSSF","ct","150","00","0002026",,,,,"09","001",,,"210600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012106002","Block Group 2",,,,98571,,,,834,205,629,554,197,92,13,0,848,848,0,1215,1066,796,39,0,158,0,0,73,149,0,18,0,0,0,131,0
"090012106003","Block Group 3, Census Tract 2106, Fairfield County, Connecticut","ACSSF","ct","150","00","0002027",,,,,"09","001",,,"210600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012106003","Block Group 3",,,,51392,,,,888,582,306,158,113,79,32,32,843,793,50,1349,341,165,71,0,0,0,97,8,1008,71,0,0,0,0,874,63
"090012106004","Block Group 4, Census Tract 2106, Fairfield County, Connecticut","ACSSF","ct","150","00","0002028",,,,,"09","001",,,"210600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012106004","Block Group 4",,,,51750,,,,1165,215,950,515,366,173,30,0,622,622,0,1558,1140,987,55,46,12,0,0,40,418,375,0,0,0,0,43,0
"090012107011","Block Group 1, Census Tract 2107.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002029",,,,,"09","001",,,"210701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012107011","Block Group 1",,,,50576,,,,1401,479,922,425,79,0,0,0,1208,1079,129,2304,775,412,138,0,48,0,158,19,1529,226,6,0,0,0,1115,182
"090012107012","Block Group 2, Census Tract 2107.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002030",,,,,"09","001",,,"210701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012107012","Block Group 2",,,,46197,,,,1808,617,1191,719,317,40,11,11,1218,1136,82,2930,1529,929,373,0,20,0,207,0,1401,418,0,0,0,0,672,311
"090012107013","Block Group 3, Census Tract 2107.01, Fairfield County, Connecticut","ACSSF","ct","150","00","0002031",,,,,"09","001",,,"210701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012107013","Block Group 3",,,,104318,,,,664,176,488,346,131,22,22,0,699,685,14,977,377,293,84,0,0,0,0,0,600,236,0,0,0,0,329,35
"090012107021","Block Group 1, Census Tract 2107.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002032",,,,,"09","001",,,"210702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012107021","Block Group 1",,,,64018,,,,1430,139,1291,827,383,114,85,10,1401,1279,122,2476,1704,1187,151,0,330,0,10,26,772,197,108,0,0,0,264,203
"090012107022","Block Group 2, Census Tract 2107.02, Fairfield County, Connecticut","ACSSF","ct","150","00","0002033",,,,,"09","001",,,"210702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012107022","Block Group 2",,,,81912,,,,1300,413,887,529,186,28,0,0,1194,1152,42,1802,899,705,25,0,0,0,9,160,903,145,58,0,0,0,626,74
"090012108001","Block Group 1, Census Tract 2108, Fairfield County, Connecticut","ACSSF","ct","150","00","0002034",,,,,"09","001",,,"210800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012108001","Block Group 1",,,,139602,,,,719,8,711,661,465,189,51,0,508,494,14,825,801,766,13,0,0,0,22,0,24,8,0,0,0,0,0,16
"090012108002","Block Group 2, Census Tract 2108, Fairfield County, Connecticut","ACSSF","ct","150","00","0002035",,,,,"09","001",,,"210800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012108002","Block Group 2",,,,51875,,,,734,239,495,309,187,74,0,0,601,601,0,1093,466,250,49,0,82,0,26,59,627,249,69,0,0,0,263,46
"090012108003","Block Group 3, Census Tract 2108, Fairfield County, Connecticut","ACSSF","ct","150","00","0002036",,,,,"09","001",,,"210800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012108003","Block Group 3",,,,106181,,,,1098,26,1072,904,588,192,41,24,1021,999,22,1492,1357,1193,104,0,13,0,0,47,135,111,0,0,0,0,24,0
"090012108004","Block Group 4, Census Tract 2108, Fairfield County, Connecticut","ACSSF","ct","150","00","0002037",,,,,"09","001",,,"210800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012108004","Block Group 4",,,,68328,,,,1254,164,1090,629,436,221,52,33,1507,1429,78,2672,2231,1538,532,0,93,0,8,60,441,212,12,6,10,0,130,71
"090012109001","Block Group 1, Census Tract 2109, Fairfield County, Connecticut","ACSSF","ct","150","00","0002038",,,,,"09","001",,,"210900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012109001","Block Group 1",,,,149821,,,,1578,143,1435,1246,891,341,145,20,1320,1224,96,2264,2015,1887,0,0,61,20,47,0,249,55,38,0,0,0,0,156
"090012109002","Block Group 2, Census Tract 2109, Fairfield County, Connecticut","ACSSF","ct","150","00","0002039",,,,,"09","001",,,"210900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012109002","Block Group 2",,,,125750,,,,812,15,797,665,541,281,37,18,749,729,20,1296,963,947,0,0,16,0,0,0,333,35,0,0,0,0,178,120
"090012109003","Block Group 3, Census Tract 2109, Fairfield County, Connecticut","ACSSF","ct","150","00","0002040",,,,,"09","001",,,"210900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012109003","Block Group 3",,,,66496,,,,733,22,711,610,577,443,193,0,339,318,21,848,805,782,5,0,0,0,0,18,43,14,0,0,0,0,29,0
"090012109004","Block Group 4, Census Tract 2109, Fairfield County, Connecticut","ACSSF","ct","150","00","0002041",,,,,"09","001",,,"210900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012109004","Block Group 4",,,,137953,,,,882,62,820,536,431,252,13,13,779,779,0,1100,1083,738,75,0,270,0,0,0,17,0,0,0,0,0,0,17
"090012110001","Block Group 1, Census Tract 2110, Fairfield County, Connecticut","ACSSF","ct","150","00","0002042",,,,,"09","001",,,"211000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012110001","Block Group 1",,,,100781,,,,1528,250,1278,800,467,231,105,87,1302,1158,144,2243,1516,1148,124,0,182,0,0,62,727,87,0,0,0,0,493,147
"090012110002","Block Group 2, Census Tract 2110, Fairfield County, Connecticut","ACSSF","ct","150","00","0002043",,,,,"09","001",,,"211000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012110002","Block Group 2",,,,97589,,,,778,62,716,542,232,57,0,0,598,598,0,1041,765,617,0,0,41,0,60,47,276,88,0,0,0,0,162,26
"090012110003","Block Group 3, Census Tract 2110, Fairfield County, Connecticut","ACSSF","ct","150","00","0002044",,,,,"09","001",,,"211000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US090012110003","Block Group 3",,,,71607,,,,812,128,684,503,266,177,37,0,658,652,6,1116,846,607,87,0,143,0,9,0,270,177,0,0,0,0,48,45
